site_id,model_cfs,comid,usgs_cfs,nwm_cfs
11342000,385.588292368238,7966063,287.0,272.98262489836276
11463980,55.17799500796095,8272297,118.0,139.8462088741936
11466800,10.177435499067153,8273161,2.8,3.5314699210654945
11463200,16.17482128748726,8271875,7.63,15.538467652688176
11463170,3.2267957181641997,8271917,1.84,1.412587968426198
11466320,2.690769567113382,8273639,2.73,1.412587968426198
11463500,50.53599149095599,8272107,149.0,143.02453180315254
11464000,55.35050409385242,8272379,134.0,144.0839727794722
11462500,21.616089454661708,8269119,178.0,180.10496597434022
11462080,16.87889561912959,8268521,154.0,155.03152953477522
11463682,50.406808240486264,8272211,130.0,127.8392111425709
11449500,8.390279069287207,948020963,5.22,5.297204881598242
11465390,75.78856924325704,8272685,239.0,240.84624861666674
11463000,35.750136724347634,8271445,147.0,161.03502840058655
11467200,9.176188304124956,8271049,6.24,6.7097928500244395
11465200,16.94154036561996,8272125,,113.36018446620238
11465350,18.755487875622382,8272363,111.0,115.83221341094823
08103940,20.49943214086553,5588558,56.9,43.43708002910559
08103940,20.49943214086553,5588558,50.9,43.43708002910559
08103940,20.49943214086553,5588558,53.8,43.43708002910559
08103800,22.998375380561438,5586798,48.4,44.84966799753178
08103800,22.998375380561438,5586798,39.4,44.84966799753178
08103800,22.998375380561438,5586798,43.5,44.84966799753178
08169792,0.9111346363566508,1620877,186.0,227.0735159245113
08169792,0.9111346363566508,1620877,117.0,227.0735159245113
08169792,0.9111346363566508,1620877,152.0,227.0735159245113
08171400,0.07717861852828031,1631195,115.0,115.12591942673512
08171400,0.07717861852828031,1631195,115.0,115.12591942673512
08171400,0.07717861852828031,1631195,115.0,115.12591942673512
08170500,4.6556827544099155,1631099,109.0,103.82521567932554
08170500,4.6556827544099155,1631099,105.0,103.82521567932554
08170500,4.6556827544099155,1631099,107.0,103.82521567932554
08172000,0.0585847054064281,1631387,116.0,113.00703747409582
08172000,0.0585847054064281,1631387,102.0,113.00703747409582
08172000,0.0585847054064281,1631387,109.0,113.00703747409582
08173000,1.6997043078526868,1631587,15.8,14.125879684261978
08173000,1.6997043078526868,1631587,12.2,14.125879684261978
08173000,1.6997043078526868,1631587,13.6,14.125879684261978
08171350,0.04741185258909995,1631129,0.0,12.71329171583578
08171350,0.04741185258909995,1631129,0.0,12.71329171583578
08171350,0.04741185258909995,1631129,0.0,12.71329171583578
10265150,100.42396534418427,20273931,62.6,70.98254541341645
08171290,0.051196206063394686,1629555,11.8,10.947556755303033
08171290,0.051196206063394686,1629555,9.14,10.947556755303033
08171290,0.051196206063394686,1629555,10.7,10.947556755303033
08171300,0.05874924060753399,1631023,0.0,10.947556755303033
08171300,0.05874924060753399,1631023,0.0,10.947556755303033
08171300,0.05874924060753399,1631023,0.0,10.947556755303033
08170990,1.7666449410134948,1628219,0.41,0.0
08170990,1.7666449410134948,1628219,0.0,0.0
08170990,1.7666449410134948,1628219,0.06,0.0
08171000,0.04683060768681481,1630223,9.28,9.888115778983385
08171000,0.04683060768681481,1630223,7.78,9.888115778983385
08171000,0.04683060768681481,1630223,8.51,9.888115778983385
08167500,1.7725829558540673,3589120,0.0,14.479026676368528
08167500,1.7725829558540673,3589120,0.0,14.479026676368528
08167500,1.7725829558540673,3589120,0.0,14.479026676368528
10344505,1161.375628513312,8933706,560.0,561.1505704573071
10337500,783.9830564139004,8934074,269.0,271.9231839220431
10344400,86.0510762975788,8933494,185.0,191.05252272964327
10339410,998.113663785883,8933802,331.0,334.0770545327958
10340500,17.81385275017583,8933736,84.7,83.34269013714567
08158700,6.410369549121136,5780099,4.0,2.825175936852396
08158700,6.410369549121136,5780099,3.13,2.825175936852396
08158700,6.410369549121136,5780099,3.64,2.825175936852396
10346000,1357.277627831809,8933532,612.0,624.0107350522729
10344500,95.18054285658744,8933684,147.0,145.14341375579184
10338000,882.2717723716179,8933958,280.0,263.0945091193793
08152900,3.833070307300861,5785479,2.88,2.118881952639297
08152900,3.833070307300861,5785479,1.17,2.118881952639297
08152900,3.833070307300861,5785479,1.91,2.118881952639297
08153500,6.429091640809218,5786075,28.0,20.482525542179868
08153500,6.429091640809218,5786075,11.2,20.482525542179868
08153500,6.429091640809218,5786075,21.5,20.482525542179868
08168932,3.4264175992681296,1619647,29.8,31.783229289589453
08168000,1.0543454237445795,1619639,0.83,74.51401533448194
08168000,1.0543454237445795,1619639,0.71,74.51401533448194
08168000,1.0543454237445795,1619639,0.77,74.51401533448194
08168913,3.426248763015383,1619647,52.6,31.783229289589453
08168913,3.426248763015383,1619647,48.1,31.783229289589453
08168913,3.426248763015383,1619647,51.1,31.783229289589453
08167800,1.4063488489221385,1619595,72.7,72.0419863897361
08167800,1.4063488489221385,1619595,71.2,72.0419863897361
08167800,1.4063488489221385,1619595,72.4,72.0419863897361
08062700,0.11699930508868273,1262643,7180.0,7030.09717186508
08062700,0.11699930508868273,1262643,6360.0,7030.09717186508
08062700,0.11699930508868273,1262643,6780.0,7030.09717186508
08062575,405.23813426793515,1262903,,5380.194424743281
08064570,645.5603546833663,1264655,,6530.041031042206
08169000,3.6291169756021215,1619649,116.0,99.9405987661535
08169000,3.6291169756021215,1619649,94.8,99.9405987661535
08169000,3.6291169756021215,1619649,105.0,99.9405987661535
08168797,3.2990077860779383,1619663,0.18,0.0
08168797,3.2990077860779383,1619663,0.17,0.0
08168797,3.2990077860779383,1619663,0.17,0.0
08168500,1.0394265891324472,1620031,114.0,108.06297958460414
08168500,1.0394265891324472,1620031,105.0,108.06297958460414
08168500,1.0394265891324472,1620031,108.0,108.06297958460414
08030500,3981.4510465556677,8331804,15900.0,15600.268376306822
08030500,3981.4510465556677,8331804,15000.0,15600.268376306822
08030500,3981.4510465556677,8331804,15500.0,15600.268376306822
11454000,56.268071960067786,15033009,637.0,630.0142339180842
08031000,140.47608496510134,8331928,451.0,478.16102731226795
08031000,140.47608496510134,8331928,333.0,478.16102731226795
08031000,140.47608496510134,8331928,396.0,478.16102731226795
08166250,13.899208415983997,3587616,17.7,17.304202613220923
08166250,13.899208415983997,3587616,16.0,17.304202613220923
08166250,13.899208415983997,3587616,16.8,17.304202613220923
08167000,10.50767540373467,3589508,19.0,18.363643589540573
08167000,10.50767540373467,3589508,14.1,18.363643589540573
08167000,10.50767540373467,3589508,17.0,18.363643589540573
08211500,1316.6469050574326,3171902,14.0,5.297204881598242
08211500,1316.6469050574326,3171902,0.0,5.297204881598242
08211500,1316.6469050574326,3171902,2.58,5.297204881598242
08158970,17.699358023468957,5781731,0.0,26.13287741588466
11517500,78.63014872736281,3917058,52.5,53.678342800195516
11421000,982.2482715794578,7981844,1220.0,1230.0109735071119
11519500,209.79670592623515,3798909,72.3,65.6853405318182
11520500,180.2820477600036,4440518,1130.0,1120.1822589619749
11523000,883.1189840499013,4442602,2090.0,2009.759532078373
11517000,162.98892343845077,3917252,64.9,58.97554768179376
08206600,27.14406941523082,10664192,7.44,2.118881952639297
08206600,27.14406941523082,10664192,1.34,2.118881952639297
08206600,27.14406941523082,10664192,3.38,2.118881952639297
08211200,1313.1443758387045,3171770,94.9,98.17486380562075
08211200,1313.1443758387045,3171770,74.2,98.17486380562075
08211200,1313.1443758387045,3171770,84.1,98.17486380562075
11521500,35.127147575546665,4440524,95.3,90.05248298717011
11516530,215.69235736482264,361671,907.0,901.9374178401273
08206910,105.86656460200815,10664160,33.1,30.370641321163255
08206910,105.86656460200815,10664160,32.0,30.370641321163255
08206910,105.86656460200815,10664160,32.7,30.370641321163255
07332655,3.6082289323609773,8348519,,7.062939842130989
07332622,3.571653690400059,8348819,4.67,1.412587968426198
07332622,3.571653690400059,8348819,3.05,1.412587968426198
07332622,3.571653690400059,8348819,4.02,1.412587968426198
03439000,92.5151302985774,22165090,101.0,97.1154228293011
03454500,903.0105273244205,22161878,882.0,909.7066516664714
03453500,792.0907653749574,22161966,845.0,844.0213111346532
03453000,92.74061943951595,22161598,38.1,47.67484393438418
03446000,58.24109450096759,22163718,59.4,50.500019871236574
03456500,32.02727452848374,22152435,29.4,29.664347336950154
0344878100,45.99747347365298,22161256,40.4,85.10842509767842
03443000,349.310714057329,22164302,408.0,406.1190409225319
03456991,77.03383579653958,22150285,84.9,84.40213111346532
03441000,38.66544095379807,22164500,46.4,45.90910897385143
03447687,650.6331788208969,22163560,627.0,626.1296170049122
0347927162,1.1089195209341625,19743474,0.84,0.3531469921065495
0347927164,1.38642068360754,19743474,0.51,0.3531469921065495
03479000,44.41030828307299,19743834,35.5,20.482525542179868
08150800,6.602549048581955,5770545,5.94,5.297204881598242
08150800,6.602549048581955,5770545,3.3,5.297204881598242
08150800,6.602549048581955,5770545,4.54,5.297204881598242
03505550,138.95209208038256,19735407,281.0,81.93010216871947
08180500,0.3431428295121076,10836370,,0.3531469921065495
08149900,7.741001347265684,5765175,48.1,60.38813565021996
08149900,7.741001347265684,5765175,44.7,60.38813565021996
08149900,7.741001347265684,5765175,46.7,60.38813565021996
08150000,5.203034973948167,5770577,92.8,91.46507095559632
08150000,5.203034973948167,5770577,90.1,91.46507095559632
08150000,5.203034973948167,5770577,91.4,91.46507095559632
08150700,22.466142466572627,5769807,43.8,37.43358116329424
08150700,22.466142466572627,5769807,36.8,37.43358116329424
08150700,22.466142466572627,5769807,40.0,37.43358116329424
08195000,9.2220751605033,10645755,0.51,2.118881952639297
08195000,9.2220751605033,10645755,0.4,2.118881952639297
08195000,9.2220751605033,10645755,0.45,2.118881952639297
08195000,9.2220751605033,10645755,0.45,2.118881952639297
02138500,40.94254485477875,9753828,27.2,27.19231839220431
03508050,123.95382084624553,19730552,91.9,64.62589955549855
02081054,2128.5069857987287,10453368,,3585.1482638656903
08095400,18.46695686260607,5523974,6.3,4.944057889491693
08095400,18.46695686260607,5523974,5.16,4.944057889491693
08095400,18.46695686260607,5523974,5.85,4.944057889491693
07346000,271.210200130213,1017893,2090.0,2120.294540607723
07346000,271.210200130213,1017893,2020.0,2120.294540607723
07346000,271.210200130213,1017893,2050.0,2120.294540607723
08095300,37.07257274862532,5523936,30.2,28.958053352737057
08095300,37.07257274862532,5523936,23.8,28.958053352737057
08095300,37.07257274862532,5523936,28.4,28.958053352737057
07346070,993.6604042994605,1042491,1800.0,1760.0846086590425
07346070,993.6604042994605,1042491,1600.0,1760.0846086590425
07346070,993.6604042994605,1042491,1700.0,1760.0846086590425
03513000,496.0340109259558,19730694,619.0,614.1226192732895
03512000,160.07654270339606,19730510,205.0,200.94063850862665
0208773375,50.98265923479294,8786041,11.1,12.360144723729231
02084160,117.87749070780023,3350287,,69.21681045288369
0208250410,1424.5867791787423,8762653,1580.0,2082.1546654602157
02091000,12.903582448934301,11573918,6.78,7.062939842130989
02087183,591.5078525409755,8782661,108.0,0.0
02087570,1076.5558230992262,8785685,,963.7381414587735
02081942,1323.508496406823,8764333,758.0,898.0528009269552
0209205053,94.4209988386046,11239079,,66.3916345160313
02084472,2090.4583590924217,1969301,,418.8323326383677
02083500,2137.7247105621213,3348563,2150.0,1.412587968426198
02084000,1950.3660846668454,3350921,1440.0,262.7413621272728
02091814,1568.7369729021755,11239241,1250.0,858.8534848031283
02089000,1436.152268489397,11239411,1360.0,1410.4690864735585
02088500,85.34884809423973,8786063,32.6,28.251759368523956
02087500,955.9956903076301,8786017,492.0,524.423283278226
02090504,201.68481015113744,11572160,59.7,48.381137918597275
02091500,211.95108604227133,11574598,199.0,205.88469639811834
02089500,1312.406631592364,11239465,812.0,715.8289529999757
02088383,26.00007987239212,8783531,21.0,22.601407494819167
08088610,883.649415392583,24943191,119.0,116.89165438726788
08088610,883.649415392583,24943191,113.0,116.89165438726788
08088610,883.649415392583,24943191,116.0,116.89165438726788
02080500,1890.779120516617,10451190,7170.0,2379.857579806037
02138520,48.7358156740795,9752982,211.0,209.06301932707728
02081022,1981.618755651341,10451504,,4786.907478004278
02053500,57.07599718759672,10461553,17.6,19.77623155796677
02137727,88.71053559559003,9754776,67.1,66.74478150813785
08089000,906.69384186232,5497132,147.0,151.85320660581627
08089000,906.69384186232,5497132,129.0,151.85320660581627
08089000,906.69384186232,5497132,139.0,151.85320660581627
02053200,114.44290480332904,8746117,36.9,39.55246311593354
11477000,1187.1343329921674,2704735,244.0,343.61202331967263
11468500,16.67380711610665,2665525,10.7,10.594409763196484
11475000,486.15015523402184,2706571,109.0,104.88465665564519
11476500,111.4047652179158,8285120,61.2,70.27625142920334
11480390,7.731204337433969,8320019,1.94,2.4720289447458463
11528700,165.3978310595837,8232392,174.0,152.55950059002936
